datetime,discharge_cms,,,,
1974/03/12,221,,,,
1974/03/13,222,,,,
1974/03/14,221,,,,
1974/03/15,221,,,,
1974/03/16,221,,,,
1974/03/17,221,,,,
1974/03/18,220,,,,
1974/03/19,218,,,,
1974/03/20,217,,,,
1974/03/21,216,,,,
1974/03/22,215,,,,
1974/03/23,213,,,,
1974/03/24,210,,,,
1974/03/25,209,,,,
1974/03/26,208,,,,
1974/03/27,207,,,,
1974/03/28,208,,,,
1974/03/29,208,,,,
1974/03/30,207,,,,
1974/03/31,208,,,,
1974/04/01,208,,,,
1974/04/02,208,,,,
1974/04/03,209,,,,
1974/04/04,210,,,,
1974/04/05,209,,,,
1974/04/06,210,,,,
1974/04/07,210,,,,
1974/04/08,211,,,,
1974/04/09,212,,,,
1974/04/10,214,,,,
1974/04/11,216,,,,
1974/04/12,229,,,,
1974/04/13,246,,,,
1974/04/14,266,,,,
1974/04/15,289,,,,
1974/04/16,323,,,,
1974/04/17,371,,,,
1974/04/18,456,,,,
1974/04/19,637,,,,
1974/07/05,1510,,,,
1974/07/06,1400,,,,
1974/07/07,1350,,,,
1974/07/08,1420,,,,
1974/07/09,1420,,,,
1974/07/10,1360,,,,
1974/07/11,1320,,,,
1974/07/12,1350,,,,
1974/07/13,1380,,,,
1974/07/14,1490,,,,
1974/07/15,1750,,,,
1974/07/16,2090,,,,
1974/07/17,2570,,,,
1974/07/18,2890,,,,
1974/07/19,2860,,,,
1974/07/20,2670,,,,
1974/07/21,2550,,,,
1974/07/22,2530,,,,
1974/07/23,2470,,,,
1974/07/24,2320,,,,
1974/07/25,2180,,,,
1974/07/26,2130,,,,
1974/07/27,2060,,,,
1974/07/28,1910,,,,
1974/07/29,1760,,,,
1974/07/30,1640,,,,
1974/07/31,1560,,,,
1974/08/01,1510,,,,
1974/08/02,1500,,,,
1974/08/03,1460,,,,
1974/08/04,1420,,,,
1974/08/05,1410,,,,
1974/08/06,1420,,,,
1974/08/07,1420,,,,
1974/08/08,1360,,,,
1974/08/09,1290,,,,
1974/08/10,1240,,,,
1974/08/11,1210,,,,
1974/08/12,1220,,,,
1974/08/13,1210,,,,
1974/08/14,1180,,,,
1974/08/15,1110,,,,
1974/08/16,1020,,,,
1974/08/17,954,,,,
1974/08/18,929,,,,
1974/08/19,923,,,,
1974/08/20,903,,,,
1974/08/21,872,,,,
1974/08/22,841,,,,
1974/08/23,810,,,,
1974/08/24,799,,,,
1974/08/25,801,,,,
1974/08/26,861,,,,
1974/08/27,960,,,,
1974/08/28,1010,,,,
1974/08/29,988,,,,
1974/08/30,957,,,,
1974/08/31,963,,,,
1974/09/01,1000,,,,
1974/09/02,1010,,,,
1974/09/03,977,,,,
1974/09/04,917,,,,
1974/09/05,886,,,,
1974/09/06,847,,,,
1974/09/07,821,,,,
1974/09/08,824,,,,
1974/09/09,827,,,,
1974/09/10,810,,,,
1974/09/11,787,,,,
1974/09/12,773,,,,
1974/09/13,782,,,,
1974/09/14,827,,,,
1974/09/15,883,,,,
1974/09/16,909,,,,
1974/09/17,926,,,,
1974/09/18,960,,,,
1974/09/19,943,,,,
1974/09/20,886,,,,
1974/09/21,830,,,,
1974/09/22,784,,,,
1974/09/23,759,,,,
1974/09/24,739,,,,
1974/09/25,719,,,,
1974/09/26,708,,,,
1974/09/27,699,,,,
1974/09/28,671,,,,
1974/09/29,646,,,,
1974/09/30,631,,,,
1974/10/01,626,,,,
1974/10/02,603,,,,
1974/10/03,600,,,,
1974/10/04,595,,,,
1974/10/05,595,,,,
1974/10/06,583,,,,
1974/10/07,572,,,,
1974/10/08,558,,,,
1974/10/09,549,,,,
1974/10/10,547,,,,
1974/10/11,552,,,,
1974/10/12,580,,,,
1974/10/13,583,,,,
1974/10/14,569,,,,
1974/10/15,558,,,,
1974/10/16,555,,,,
1974/10/17,558,,,,
1974/10/18,580,,,,
1974/10/19,597,,,,
1974/10/20,597,,,,
1974/10/21,595,,,,
1974/10/22,595,,,,
1974/10/23,606,,,,
1974/10/24,592,,,,
1974/10/25,575,,,,
1974/10/26,575,,,,
1974/10/27,583,,,,
1974/10/28,597,,,,
1974/10/29,614,,,,
1974/10/30,617,,,,
1974/10/31,603,,,,
1974/11/01,583,,,,
1974/11/02,569,,,,
1974/11/03,555,,,,
1974/11/04,541,,,,
1974/11/05,521,,,,
1974/11/06,527,,,,
1974/11/07,515,,,,
1974/11/08,476,,,,
1974/11/09,462,,,,
1974/11/10,442,,,,
1974/11/11,402,,,,
1974/11/12,391,,,,
1974/11/13,357,,,,
1974/11/14,345,,,,
1974/11/15,337,,,,
1974/11/16,331,,,,
1974/11/17,323,,,,
1974/11/18,320,,,,
1974/11/19,314,,,,
1974/11/20,309,,,,
1974/11/21,306,,,,
1974/11/22,300,,,,
1974/11/23,294,,,,
1974/11/24,289,,,,
1974/11/25,286,,,,
1974/11/26,275,,,,
1974/11/27,266,,,,
1974/11/28,249,,,,
1974/11/29,232,,,,
1974/11/30,221,,,,
1974/12/01,204,,,,
1974/12/02,190,,,,
1974/12/03,173,,,,
1974/12/04,173,,,,
1974/12/05,176,,,,
1974/12/06,190,,,,
1974/12/07,221,,,,
1974/12/08,235,,,,
1974/12/09,244,,,,
1974/12/10,251,,,,
1974/12/11,255,,,,
1974/12/12,261,,,,
1974/12/13,266,,,,
1974/12/14,269,,,,
1974/12/15,275,,,,
1974/12/16,278,,,,
1974/12/17,283,,,,
1974/12/18,286,,,,
1974/12/19,289,,,,
1974/12/20,289,,,,
1974/12/21,292,,,,
1974/12/22,292,,,,
1974/12/23,292,,,,
1974/12/24,289,,,,
1974/12/25,289,,,,
1974/12/26,289,,,,
1974/12/27,286,,,,
1974/12/28,286,,,,
1974/12/29,283,,,,
1974/12/30,280,,,,
1974/12/31,280,,,,
1975/01/01,278,,,,
1975/01/02,269,,,,
1975/01/03,266,,,,
1975/01/04,261,,,,
1975/01/05,258,,,,
1975/01/06,255,,,,
1975/01/07,252,,,,
1975/01/08,249,,,,
1975/01/09,246,,,,
1975/01/10,244,,,,
1975/01/11,241,,,,
1975/01/12,235,,,,
1975/01/13,232,,,,
1975/01/14,229,,,,
1975/01/15,229,,,,
1975/01/16,227,,,,
1975/01/17,224,,,,
1975/01/18,221,,,,
1975/01/19,218,,,,
1975/01/20,215,,,,
1975/01/21,212,,,,
1975/01/22,212,,,,
1975/01/23,210,,,,
1975/01/24,207,,,,
1975/01/25,204,,,,
1975/01/26,204,,,,
1975/01/27,201,,,,
1975/01/28,201,,,,
1975/01/29,198,,,,
1975/01/30,198,,,,
1975/01/31,198,,,,
1975/02/01,198,,,,
1975/02/02,198,,,,
1975/02/03,198,,,,
1975/02/04,198,,,,
1975/02/05,198,,,,
1975/02/06,198,,,,
1975/02/07,198,,,,
1975/02/08,198,,,,
1975/02/09,198,,,,
1975/02/10,195,,,,
1975/02/11,198,,,,
1975/02/12,198,,,,
1975/02/13,198,,,,
1975/02/14,198,,,,
1975/02/15,198,,,,
1975/02/16,198,,,,
1975/02/17,198,,,,
1975/02/18,198,,,,
1975/02/19,198,,,,
1975/02/20,198,,,,
1975/02/21,198,,,,
1975/02/22,198,,,,
1975/02/23,198,,,,
1975/02/24,198,,,,
1975/02/25,201,,,,
1975/02/26,201,,,,
1975/02/27,201,,,,
1975/02/28,201,,,,
1975/03/01,204,,,,
1975/03/02,204,,,,
1975/03/03,204,,,,
1975/03/04,207,,,,
1975/03/05,207,,,,
1975/03/06,210,,,,
1975/03/07,210,,,,
1975/03/08,210,,,,
1975/03/09,210,,,,
1975/03/10,212,,,,
1975/03/11,212,,,,
1975/03/12,215,,,,
1975/03/13,215,,,,
1975/03/14,215,,,,
1975/03/15,215,,,,
1975/03/16,215,,,,
1975/03/17,215,,,,
1975/03/18,218,,,,
1975/03/19,218,,,,
1975/03/20,218,,,,
1975/03/21,221,,,,
1975/03/22,221,,,,
1975/03/23,221,,,,
1975/03/24,221,,,,
1975/03/25,224,,,,
1975/03/26,224,,,,
1975/03/27,224,,,,
1975/03/28,224,,,,
1975/03/29,227,,,,
1975/03/30,227,,,,
1975/03/31,227,,,,
1975/04/01,227,,,,
1975/04/02,229,,,,
1975/04/03,229,,,,
1975/04/04,229,,,,
1975/04/05,232,,,,
1975/04/06,232,,,,
1975/04/07,235,,,,
1975/04/08,235,,,,
1975/04/09,238,,,,
1975/04/10,238,,,,
1975/04/11,241,,,,
1975/04/12,241,,,,
1975/04/13,244,,,,
1975/04/14,244,,,,
1975/04/15,246,,,,
1975/04/16,255,,,,
1975/04/17,283,,,,
1975/04/18,311,,,,
1975/04/19,340,,,,
1975/04/20,396,,,,
1975/04/21,425,,,,
1975/04/22,481,,,,
1975/04/23,566,,,,
1975/04/24,651,,,,
1975/04/25,736,,,,
1975/04/26,793,,,,
1975/04/27,906,,,,
1975/04/28,991,,,,
1975/04/29,1130,,,,
1975/04/30,1270,,,,
1975/05/01,1360,,,,
1975/05/02,1400,,,,
1975/05/03,1420,,,,
1975/05/04,1390,,,,
1975/05/05,1330,,,,
1975/05/06,1270,,,,
1975/05/07,1250,,,,
1975/05/08,1220,,,,
1975/05/09,1190,,,,
1975/05/10,1220,,,,
1975/05/11,1250,,,,
1975/05/12,1270,,,,
1975/05/13,1300,,,,
1975/05/14,1330,,,,
1975/05/15,1390,,,,
1975/05/16,1440,,,,
1975/05/17,1390,,,,
1975/05/18,1330,,,,
1975/05/19,1300,,,,
1975/05/20,1290,,,,
1975/05/21,1220,,,,
1975/05/22,1160,,,,
1975/05/23,1080,,,,
1975/05/24,1050,,,,
1975/05/25,1020,,,,
1975/05/26,1020,,,,
1975/05/27,1050,,,,
1975/05/28,1060,,,,
1975/05/29,1080,,,,
1975/05/30,1090,,,,
1975/05/31,1100,,,,
1975/06/01,1080,,,,
1975/06/02,1050,,,,
1975/06/03,1020,,,,
1975/06/04,971,,,,
1975/06/05,932,,,,
1975/06/06,932,,,,
1975/06/07,971,,,,
1975/06/08,1040,,,,
1975/06/09,1110,,,,
1975/06/10,1220,,,,
1975/06/11,1290,,,,
1975/06/12,1280,,,,
1975/06/13,1240,,,,
1975/06/14,1200,,,,
1975/06/15,1160,,,,
1975/06/16,1110,,,,
1975/06/17,1060,,,,
1975/06/18,1030,,,,
1975/06/19,1050,,,,
1975/06/20,1120,,,,
1975/06/21,1170,,,,
1975/06/22,1180,,,,
1975/06/23,1170,,,,
1975/06/24,1140,,,,
1975/06/25,1160,,,,
1975/06/26,1190,,,,
1975/06/27,1210,,,,
1975/06/28,1280,,,,
1975/06/29,1410,,,,
1975/06/30,1660,,,,
1975/07/01,2040,,,,
1975/07/02,2400,,,,
1975/07/03,2680,,,,
1975/07/04,2700,,,,
1975/07/05,2550,,,,
1975/07/06,2390,,,,
1975/07/07,2250,,,,
1975/07/08,2150,,,,
1975/07/09,2070,,,,
1975/07/10,1990,,,,
1975/07/11,1920,,,,
1975/07/12,1860,,,,
1975/07/13,1810,,,,
1975/07/14,1750,,,,
1975/07/15,1720,,,,
1975/07/16,1750,,,,
1975/07/17,1830,,,,
1975/07/18,1960,,,,
1975/07/19,2180,,,,
1975/07/20,2340,,,,
1975/07/21,2420,,,,
1975/07/22,2430,,,,
1975/07/23,2380,,,,
1975/07/24,2270,,,,
1975/07/25,2110,,,,
1975/07/26,1950,,,,
1975/07/27,1790,,,,
1975/07/28,1660,,,,
1975/07/29,1550,,,,
1975/07/30,1500,,,,
1975/07/31,1450,,,,
1975/08/01,1400,,,,
1975/08/02,1380,,,,
1975/08/03,1360,,,,
1975/08/04,1380,,,,
1975/08/05,1450,,,,
1975/08/06,1450,,,,
1975/08/07,1380,,,,
1975/08/08,1300,,,,
1975/08/09,1240,,,,
1975/08/10,1220,,,,
1975/08/11,1200,,,,
1975/08/12,1160,,,,
1975/08/13,1110,,,,
1975/08/14,1100,,,,
1975/08/15,1060,,,,
1975/08/16,1010,,,,
1975/08/17,957,,,,
1975/08/18,906,,,,
1975/08/19,867,,,,
1975/08/20,841,,,,
1975/08/21,821,,,,
1975/08/22,804,,,,
1975/08/23,807,,,,
1975/08/24,830,,,,
1975/08/25,898,,,,
1975/08/26,1000,,,,
1975/08/27,1100,,,,
1975/08/28,1150,,,,
1975/08/29,1200,,,,
1975/08/30,1310,,,,
1975/08/31,1410,,,,
1975/09/01,1500,,,,
1975/09/02,1630,,,,
1975/09/03,1700,,,,
1975/09/04,1810,,,,
1975/09/05,1940,,,,
1975/09/06,2000,,,,
1975/09/07,1970,,,,
1975/09/08,1880,,,,
1975/09/09,1780,,,,
1975/09/10,1680,,,,
1975/09/11,1590,,,,
1975/09/12,1510,,,,
1975/09/13,1420,,,,
1975/09/14,1350,,,,
1975/09/15,1280,,,,
1975/09/16,1220,,,,
1975/09/17,1160,,,,
1975/09/18,1120,,,,
1975/09/19,1080,,,,
1975/09/20,1030,,,,
1975/09/21,985,,,,
1975/09/22,940,,,,
1975/09/23,906,,,,
1975/09/24,878,,,,
1975/09/25,867,,,,
1975/09/26,855,,,,
1975/09/27,835,,,,
1975/09/28,816,,,,
1975/09/29,813,,,,
1975/09/30,824,,,,
1975/10/01,835,,,,
1975/10/02,841,,,,
1975/10/03,835,,,,
1975/10/04,824,,,,
1975/10/05,810,,,,
1975/10/06,787,,,,
1975/10/07,767,,,,
1975/10/08,779,,,,
1975/10/09,799,,,,
1975/10/10,801,,,,
1975/10/11,796,,,,
1975/10/12,790,,,,
1975/10/13,799,,,,
1975/10/14,816,,,,
1975/10/15,796,,,,
1975/10/16,773,,,,
1975/10/17,750,,,,
1975/10/18,731,,,,
1975/10/19,714,,,,
1975/10/20,702,,,,
1975/10/21,694,,,,
1975/10/22,688,,,,
1975/10/23,682,,,,
1975/10/24,680,,,,
1975/10/25,674,,,,
1975/10/26,657,,,,
1975/10/27,643,,,,
1975/10/28,631,,,,
1975/10/29,609,,,,
1975/10/30,580,,,,
1975/10/31,572,,,,
1975/11/01,566,,,,
1975/11/02,552,,,,
1975/11/03,538,,,,
1975/11/04,538,,,,
1975/11/05,538,,,,
1975/11/06,524,,,,
1975/11/07,524,,,,
1975/11/08,524,,,,
1975/11/09,510,,,,
1975/11/10,510,,,,
1975/11/11,496,,,,
1975/11/12,496,,,,
1975/11/13,496,,,,
1975/11/14,481,,,,
1975/11/15,481,,,,
1975/11/16,467,,,,
1975/11/17,453,,,,
1975/11/18,439,,,,
1975/11/19,425,,,,
1975/11/20,411,,,,
1975/11/21,396,,,,
1975/11/22,382,,,,
1975/11/23,340,,,,
1975/11/24,311,,,,
1975/11/25,283,,,,
1975/11/26,269,,,,
1975/11/27,255,,,,
1975/11/28,249,,,,
1975/11/29,241,,,,
1975/11/30,235,,,,
1975/12/01,229,,,,
1975/12/02,227,,,,
1975/12/03,227,,,,
1975/12/04,227,,,,
1975/12/05,229,,,,
1975/12/06,232,,,,
1975/12/07,235,,,,
1975/12/08,238,,,,
1975/12/09,241,,,,
1975/12/10,244,,,,
1975/12/11,249,,,,
1975/12/12,252,,,,
1975/12/13,258,,,,
1975/12/14,263,,,,
1975/12/15,269,,,,
1975/12/16,278,,,,
1975/12/17,283,,,,
1975/12/18,289,,,,
1975/12/19,294,,,,
1975/12/20,300,,,,
1975/12/21,306,,,,
1975/12/22,311,,,,
1975/12/23,314,,,,
1975/12/24,317,,,,
1975/12/25,317,,,,
1975/12/26,320,,,,
1975/12/27,317,,,,
1975/12/28,314,,,,
1975/12/29,311,,,,
1975/12/30,311,,,,
1975/12/31,309,,,,
1976/01/01,303,,,,
1976/01/02,297,,,,
1976/01/03,292,,,,
1976/01/04,286,,,,
1976/01/05,283,,,,
1976/01/06,278,,,,
1976/01/07,272,,,,
1976/01/08,267,,,,
1976/01/09,263,,,,
1976/01/10,255,,,,
1976/01/11,252,,,,
1976/01/12,249,,,,
1976/01/13,244,,,,
1976/01/14,238,,,,
1976/01/15,235,,,,
1976/01/16,232,,,,
1976/01/17,229,,,,
1976/01/18,227,,,,
1976/01/19,224,,,,
1976/01/20,222,,,,
1976/01/21,221,,,,
1976/01/22,219,,,,
1976/01/23,218,,,,
1976/01/24,217,,,,
1976/01/25,215,,,,
1976/01/26,215,,,,
1976/01/27,215,,,,
1976/01/28,217,,,,
1976/01/29,218,,,,
1976/01/30,219,,,,
1976/01/31,221,,,,
1976/02/01,221,,,,
1976/02/02,222,,,,
1976/02/03,224,,,,
1976/02/04,225,,,,
1976/02/05,227,,,,
1976/02/06,229,,,,
1976/02/07,232,,,,
1976/02/08,232,,,,
1976/02/09,232,,,,
1976/02/10,233,,,,
1976/02/11,232,,,,
1976/02/12,232,,,,
1976/02/13,229,,,,
1976/02/14,227,,,,
1976/02/15,227,,,,
1976/02/16,224,,,,
1976/02/17,224,,,,
1976/02/18,221,,,,
1976/02/19,218,,,,
1976/02/20,218,,,,
1976/02/21,215,,,,
1976/02/22,212,,,,
1976/02/23,210,,,,
1976/02/24,207,,,,
1976/02/25,204,,,,
1976/02/26,201,,,,
1976/02/27,198,,,,
1976/02/28,195,,,,
1976/02/29,193,,,,
1976/03/01,190,,,,
1976/03/02,187,,,,
1976/03/03,184,,,,
1976/03/04,181,,,,
1976/03/05,181,,,,
1976/03/06,178,,,,
1976/03/07,176,,,,
1976/03/08,173,,,,
1976/03/09,172,,,,
1976/03/10,173,,,,
1976/03/11,173,,,,
1976/03/12,173,,,,
1976/03/13,176,,,,
1976/03/14,176,,,,
1976/03/15,176,,,,
1976/03/16,176,,,,
1976/03/17,176,,,,
1976/03/18,178,,,,
1976/03/19,178,,,,
1976/03/20,178,,,,
1976/03/21,181,,,,
1976/03/22,181,,,,
1976/03/23,184,,,,
1976/03/24,184,,,,
1976/03/25,187,,,,
1976/03/26,187,,,,
1976/03/27,190,,,,
1976/03/28,193,,,,
1976/03/29,198,,,,
1976/03/30,204,,,,
1976/03/31,209,,,,
1976/04/01,224,,,,
1976/04/02,241,,,,
1976/04/03,269,,,,
1976/04/04,309,,,,
1976/04/05,340,,,,
1976/04/06,396,,,,
1976/04/07,453,,,,
1976/04/08,510,,,,
1976/04/09,595,,,,
1976/04/10,651,,,,
1976/04/11,779,,,,
1976/04/12,850,,,,
1976/04/13,991,,,,
1976/04/14,1100,,,,
1976/04/15,1190,,,,
1976/04/16,1420,,,,
1976/04/17,1590,,,,
1976/04/18,1840,,,,
1976/04/19,1950,,,,
1976/04/20,2150,,,,
1976/04/21,1980,,,,
1976/04/22,1870,,,,
1976/04/23,1580,,,,
1976/04/24,1470,,,,
1976/04/25,1330,,,,
1976/04/26,1220,,,,
1976/04/27,1130,,,,
1976/04/28,1080,,,,
1976/04/29,1020,,,,
1976/04/30,991,,,,
1976/05/01,963,,,,
1976/05/02,934,,,,
1976/05/03,920,,,,
1976/05/04,906,,,,
1976/05/05,892,,,,
1976/05/06,864,,,,
1976/05/07,850,,,,
1976/05/08,835,,,,
1976/05/09,821,,,,
1976/05/10,821,,,,
1976/05/11,790,,,,
1976/05/12,793,,,,
1976/05/13,804,,,,
1976/05/14,804,,,,
1976/05/15,793,,,,
1976/05/16,779,,,,
1976/05/17,790,,,,
1976/05/18,835,,,,
1976/05/19,883,,,,
1976/05/20,886,,,,
1976/05/21,847,,,,
1976/05/22,813,,,,
1976/05/23,782,,,,
1976/05/24,748,,,,
1976/05/25,728,,,,
1976/05/26,716,,,,
1976/05/27,699,,,,
1976/05/28,685,,,,
1976/05/29,677,,,,
1976/05/30,674,,,,
1976/05/31,680,,,,
1976/06/01,716,,,,
1976/06/02,767,,,,
1976/06/03,787,,,,
1976/06/04,759,,,,
1976/06/05,750,,,,
1976/06/06,765,,,,
1976/06/07,756,,,,
1976/06/08,745,,,,
1976/06/09,739,,,,
1976/06/10,708,,,,
1976/06/11,680,,,,
1976/06/12,657,,,,
1976/06/13,643,,,,
1976/06/14,651,,,,
1976/06/15,665,,,,
1976/06/16,680,,,,
1976/06/17,728,,,,
1976/06/18,776,,,,
1976/06/19,810,,,,
1976/06/20,810,,,,
1976/06/21,784,,,,
1976/06/22,762,,,,
1976/06/23,765,,,,
1976/06/24,821,,,,
1976/06/25,917,,,,
1976/06/26,1030,,,,
1976/06/27,1180,,,,
1976/06/28,1250,,,,
1976/06/29,1270,,,,
1976/06/30,1320,,,,
1976/07/01,1400,,,,
1976/07/02,1460,,,,
1976/07/03,1490,,,,
1976/07/04,1460,,,,
1976/07/05,1390,,,,
1976/07/06,1350,,,,
1976/07/07,1480,,,,
1976/07/08,1630,,,,
1976/07/09,1570,,,,
1976/07/10,1430,,,,
1976/07/11,1330,,,,
1976/07/12,1320,,,,
1976/07/13,1350,,,,
1976/07/14,1370,,,,
1976/07/15,1440,,,,
1976/07/16,1520,,,,
1976/07/17,1530,,,,
1976/07/18,1490,,,,
1976/07/19,1450,,,,
1976/07/20,1410,,,,
1976/07/21,1390,,,,
1976/07/22,1360,,,,
1976/07/23,1320,,,,
1976/07/24,1300,,,,
1976/07/25,1320,,,,
1976/07/26,1310,,,,
1976/07/27,1270,,,,
1976/07/28,1240,,,,
1976/07/29,1210,,,,
1976/07/30,1150,,,,
1976/07/31,1100,,,,
1976/08/01,1120,,,,
1976/08/02,1160,,,,
1976/08/03,1170,,,,
1976/08/04,1150,,,,
1976/08/05,1100,,,,
1976/08/06,1080,,,,
1976/08/07,1100,,,,
1976/08/08,1110,,,,
1976/08/09,1140,,,,
1976/08/10,1260,,,,
1976/08/11,1410,,,,
1976/08/12,1430,,,,
1976/08/13,1380,,,,
1976/08/14,1350,,,,
1976/08/15,1380,,,,
1976/08/16,1390,,,,
1976/08/17,1360,,,,
1976/08/18,1290,,,,
1976/08/19,1210,,,,
1976/08/20,1160,,,,
1976/08/21,1170,,,,
1976/08/22,1370,,,,
1976/08/23,1790,,,,
1976/08/24,1780,,,,
1976/08/25,1590,,,,
1976/08/26,1420,,,,
1976/08/27,1330,,,,
1976/08/28,1420,,,,
1976/08/29,1680,,,,
1976/08/30,1800,,,,
1976/08/31,1930,,,,
1976/09/01,2110,,,,
1976/09/02,2150,,,,
1976/09/03,2040,,,,
1976/09/04,1900,,,,
1976/09/05,1780,,,,
1976/09/06,1670,,,,
1976/09/07,1590,,,,
1976/09/08,1560,,,,
1976/09/09,1590,,,,
1976/09/10,1590,,,,
1976/09/11,1530,,,,
1976/09/12,1490,,,,
1976/09/13,1530,,,,
1976/09/14,1520,,,,
1976/09/15,1450,,,,
1976/09/16,1360,,,,
1976/09/17,1280,,,,
1976/09/18,1240,,,,
1976/09/19,1210,,,,
1976/09/20,1170,,,,
1976/09/21,1130,,,,
1976/09/22,1080,,,,
1976/09/23,1030,,,,
1976/09/24,983,,,,
1976/09/25,943,,,,
1976/09/26,915,,,,
1976/09/27,892,,,,
1976/09/28,867,,,,
1976/09/29,844,,,,
1976/09/30,824,,,,
1976/10/01,810,,,,
1976/10/02,790,,,,
1976/10/03,790,,,,
1976/10/04,799,,,,
1976/10/05,810,,,,
1976/10/06,816,,,,
1976/10/07,818,,,,
1976/10/08,821,,,,
1976/10/09,841,,,,
1976/10/10,869,,,,
1976/10/11,878,,,,
1976/10/12,881,,,,
1976/10/13,875,,,,
1976/10/14,864,,,,
1976/10/15,858,,,,
1976/10/16,850,,,,
1976/10/17,841,,,,
1976/10/18,835,,,,
1976/10/19,818,,,,
1976/10/20,818,,,,
1976/10/21,804,,,,
1976/10/22,776,,,,
1976/10/23,748,,,,
1976/10/24,719,,,,
1976/10/25,719,,,,
1976/10/26,728,,,,
1976/10/27,736,,,,
1976/10/28,711,,,,
1976/10/29,691,,,,
1976/10/30,668,,,,
1976/10/31,648,,,,
1976/11/01,634,,,,
1976/11/02,637,,,,
1976/11/03,620,,,,
1976/11/04,631,,,,
1976/11/05,592,,,,
1977/03/22,238,,,,
1977/03/23,238,,,,
1977/03/24,238,,,,
1977/03/25,238,,,,
1977/03/26,238,,,,
1977/03/27,238,,,,
1977/03/28,238,,,,
1977/03/29,238,,,,
1977/03/30,238,,,,
1977/03/31,238,,,,
1977/04/01,238,,,,
1977/04/02,244,,,,
1977/04/03,249,,,,
1977/04/04,278,,,,
1977/04/05,289,,,,
1977/04/06,309,,,,
1977/04/07,320,,,,
1977/04/08,334,,,,
1977/04/09,354,,,,
1977/04/10,396,,,,
1977/04/11,453,,,,
1977/04/12,510,,,,
1977/04/13,595,,,,
1977/04/14,680,,,,
1977/04/15,736,,,,
1977/04/16,821,,,,
1977/04/17,878,,,,
1977/04/18,934,,,,
1977/04/19,1020,,,,
1977/04/20,1100,,,,
1977/04/21,1190,,,,
1977/04/22,1250,,,,
1977/04/23,1300,,,,
1977/04/24,1300,,,,
1977/04/25,1190,,,,
1977/04/26,1070,,,,
1977/04/27,991,,,,
1977/04/28,892,,,,
1977/04/29,827,,,,
1977/04/30,810,,,,
1977/05/01,796,,,,
1977/05/02,773,,,,
1977/05/03,784,,,,
1977/05/04,824,,,,
1977/05/05,858,,,,
1977/05/06,861,,,,
1977/05/07,841,,,,
1977/05/08,813,,,,
1977/05/09,787,,,,
1977/05/10,776,,,,
1977/05/11,1130,,,,
1977/05/12,1800,,,,
1977/05/13,1930,,,,
1977/05/14,1780,,,,
1977/05/15,1700,,,,
1977/05/16,1670,,,,
1977/05/17,1640,,,,
1977/05/18,1820,,,,
1977/05/19,1810,,,,
1977/05/20,1720,,,,
1977/05/21,1680,,,,
1977/05/22,1780,,,,
1977/05/23,1830,,,,
1977/05/24,1810,,,,
1977/05/25,1770,,,,
1977/05/26,1720,,,,
1977/05/27,1670,,,,
1977/05/28,1630,,,,
1977/05/29,1620,,,,
1977/05/30,1640,,,,
1977/05/31,1740,,,,
1977/06/01,1790,,,,
1977/06/02,1930,,,,
1977/06/03,2510,,,,
1977/06/04,2830,,,,
1977/06/05,2860,,,,
1977/06/06,2700,,,,
1977/06/07,2620,,,,
1977/06/08,2530,,,,
1977/06/09,2370,,,,
1977/06/10,2170,,,,
1977/06/11,1980,,,,
1977/06/12,1830,,,,
1977/06/13,1850,,,,
1977/06/14,2010,,,,
1977/06/15,1810,,,,
1977/06/16,1670,,,,
1977/06/17,1560,,,,
1977/06/18,1470,,,,
1977/06/19,1530,,,,
1977/06/20,1590,,,,
1977/06/21,1620,,,,
1977/06/22,1580,,,,
1977/06/23,1520,,,,
1977/06/24,1480,,,,
1977/06/25,1460,,,,
1977/06/26,1460,,,,
1977/06/27,1480,,,,
1977/06/28,1460,,,,
1977/06/29,1410,,,,
1977/06/30,1340,,,,
1977/07/01,1250,,,,
1977/07/02,1190,,,,
1977/07/03,1190,,,,
1977/07/04,1150,,,,
1977/07/05,1120,,,,
1977/07/06,1130,,,,
1977/07/07,1130,,,,
1977/07/08,1140,,,,
1977/07/09,1250,,,,
1977/07/10,1340,,,,
1977/07/11,1350,,,,
1977/07/12,1500,,,,
1977/07/13,1730,,,,
1977/07/14,1780,,,,
1977/07/15,1780,,,,
1977/07/16,1830,,,,
1977/07/17,1930,,,,
1977/07/18,1990,,,,
1977/07/19,1950,,,,
1977/07/20,1950,,,,
1977/07/21,1980,,,,
1977/07/22,1980,,,,
1977/07/23,1930,,,,
1977/07/24,1870,,,,
1977/07/25,1790,,,,
1977/07/26,1660,,,,
1977/07/27,1530,,,,
1977/07/28,1440,,,,
1977/07/29,1390,,,,
1977/07/30,1360,,,,
1977/07/31,1320,,,,
1977/08/01,1280,,,,
1977/08/02,1250,,,,
1977/08/03,1260,,,,
1977/08/04,1320,,,,
1977/08/05,1520,,,,
1977/08/06,1610,,,,
1977/08/07,1520,,,,
1977/08/08,1410,,,,
1977/08/09,1330,,,,
1977/08/10,1310,,,,
1977/08/11,1290,,,,
1977/08/12,1240,,,,
1977/08/13,1180,,,,
1977/08/14,1140,,,,
1977/08/15,1120,,,,
1977/08/16,1140,,,,
1977/08/17,1160,,,,
1977/08/18,1140,,,,
1977/08/19,1120,,,,
