datetime,discharge_cms,,,,
1977/08/20,1140,,,,
1977/08/21,1150,,,,
1977/08/22,1130,,,,
1977/08/23,1070,,,,
1977/08/24,1010,,,,
1977/08/25,991,,,,
1977/08/26,991,,,,
1977/08/27,997,,,,
1977/08/28,1010,,,,
1977/08/29,1010,,,,
1977/08/30,1050,,,,
1977/08/31,1100,,,,
1977/09/01,1120,,,,
1977/09/02,1100,,,,
1977/09/03,1040,,,,
1977/09/04,1010,,,,
1977/09/05,1030,,,,
1977/09/06,1100,,,,
1977/09/07,1190,,,,
1977/09/08,1210,,,,
1977/09/09,1160,,,,
1977/09/10,1120,,,,
1977/09/11,1120,,,,
1977/09/12,1130,,,,
1977/09/13,1130,,,,
1977/09/14,1100,,,,
1977/09/15,1040,,,,
1977/09/16,997,,,,
1977/09/17,946,,,,
1977/09/18,900,,,,
1977/09/19,867,,,,
1977/09/20,835,,,,
1977/09/21,818,,,,
1977/09/22,852,,,,
1977/09/23,915,,,,
1977/09/24,937,,,,
1977/09/25,943,,,,
1977/09/26,940,,,,
1977/09/27,917,,,,
1977/09/28,900,,,,
1977/09/29,892,,,,
1977/09/30,875,,,,
1977/10/01,855,,,,
1977/10/02,850,,,,
1977/10/03,883,,,,
1977/10/04,968,,,,
1977/10/05,1020,,,,
1977/10/06,991,,,,
1977/10/07,949,,,,
1977/10/08,912,,,,
1977/10/09,895,,,,
1977/10/10,875,,,,
1977/10/11,850,,,,
1977/10/12,824,,,,
1977/10/13,810,,,,
1977/10/14,790,,,,
1977/10/15,784,,,,
1977/10/16,776,,,,
1977/10/17,762,,,,
1977/10/18,753,,,,
1977/10/19,748,,,,
1977/10/20,745,,,,
1977/10/21,736,,,,
1977/10/22,731,,,,
1977/10/23,716,,,,
1977/10/24,711,,,,
1977/10/25,694,,,,
1977/10/26,685,,,,
1977/10/27,674,,,,
1977/10/28,665,,,,
1977/10/29,654,,,,
1977/10/30,643,,,,
1977/10/31,637,,,,
1977/11/01,631,,,,
1977/11/02,623,,,,
1977/11/03,617,,,,
1977/11/04,614,,,,
1977/11/05,595,,,,
1977/11/06,558,,,,
1977/11/07,595,,,,
1977/11/08,595,,,,
1977/11/09,595,,,,
1977/11/10,578,,,,
1977/11/11,544,,,,
1977/11/12,527,,,,
1977/11/13,490,,,,
1977/11/14,445,,,,
1977/11/15,408,,,,
1977/11/16,368,,,,
1977/11/17,334,,,,
1977/11/18,300,,,,
1977/11/19,272,,,,
1977/11/20,249,,,,
1977/11/21,232,,,,
1977/11/22,215,,,,
1977/11/23,198,,,,
1977/11/24,181,,,,
1977/11/25,170,,,,
1977/11/26,164,,,,
1977/11/27,159,,,,
1977/11/28,159,,,,
1977/11/29,159,,,,
1977/11/30,156,,,,
1978/04/01,249,,,,
1978/04/02,258,,,,
1978/04/03,266,,,,
1978/04/04,272,,,,
1978/04/05,278,,,,
1978/04/06,283,,,,
1978/04/07,297,,,,
1978/04/08,317,,,,
1978/04/09,340,,,,
1978/04/10,368,,,,
1978/04/11,405,,,,
1978/04/12,422,,,,
1978/04/13,453,,,,
1978/04/14,481,,,,
1978/04/15,498,,,,
1978/04/16,510,,,,
1978/04/17,515,,,,
1978/04/18,521,,,,
1978/04/19,532,,,,
1978/04/20,561,,,,
1978/04/21,583,,,,
1978/04/22,580,,,,
1978/04/23,566,,,,
1978/04/24,566,,,,
1978/04/25,595,,,,
1978/04/26,651,,,,
1978/04/27,736,,,,
1978/04/28,821,,,,
1978/04/29,934,,,,
1978/04/30,1050,,,,
1978/05/01,1160,,,,
1978/05/02,1250,,,,
1978/05/03,1330,,,,
1978/05/04,1430,,,,
1978/05/05,1650,,,,
1978/05/06,1770,,,,
1978/05/07,1730,,,,
1978/05/08,1660,,,,
1978/05/09,1580,,,,
1978/05/10,1500,,,,
1978/05/11,1400,,,,
1978/05/12,1310,,,,
1978/05/13,1220,,,,
1978/05/14,1160,,,,
1978/05/15,1100,,,,
1978/05/16,1060,,,,
1978/05/17,1050,,,,
1978/05/18,1040,,,,
1978/05/19,1030,,,,
1978/05/20,1020,,,,
1978/05/21,974,,,,
1978/05/22,943,,,,
1978/05/23,949,,,,
1978/05/24,1020,,,,
1978/05/25,1050,,,,
1978/05/26,1010,,,,
1978/05/27,1010,,,,
1978/05/28,1060,,,,
1978/05/29,1190,,,,
1978/05/30,1310,,,,
1978/05/31,1340,,,,
1978/06/01,1390,,,,
1978/06/02,1470,,,,
1978/06/03,1470,,,,
1978/06/04,1440,,,,
1978/06/05,1400,,,,
1978/06/06,1370,,,,
1978/06/07,1360,,,,
1978/06/08,1330,,,,
1978/06/09,1330,,,,
1978/06/10,1420,,,,
1978/06/11,1530,,,,
1978/06/12,1650,,,,
1978/06/13,1700,,,,
1978/06/14,1640,,,,
1978/06/15,1570,,,,
1978/06/16,1520,,,,
1978/06/17,1500,,,,
1978/06/18,1460,,,,
1978/06/19,1590,,,,
1978/06/20,2140,,,,
1978/06/21,2210,,,,
1978/06/22,2090,,,,
1978/06/23,2000,,,,
1978/06/24,1940,,,,
1978/06/25,1870,,,,
1978/06/26,1770,,,,
1978/06/27,1690,,,,
1978/06/28,1730,,,,
1978/06/29,1790,,,,
1978/06/30,1740,,,,
1978/07/01,1620,,,,
1978/07/02,1510,,,,
1978/07/03,1420,,,,
1978/07/04,1360,,,,
1978/07/05,1340,,,,
1978/07/06,1360,,,,
1978/07/07,1380,,,,
1978/07/08,1350,,,,
1978/07/09,1270,,,,
1978/07/10,1190,,,,
1978/07/11,1130,,,,
1978/07/12,1100,,,,
1978/07/13,1090,,,,
1978/07/14,1100,,,,
1978/07/15,1140,,,,
1978/07/16,1230,,,,
1978/07/17,1870,,,,
1978/07/18,2310,,,,
1978/07/19,2190,,,,
1978/07/20,1960,,,,
1978/07/21,1770,,,,
1978/07/22,1610,,,,
1978/07/23,1480,,,,
1978/07/24,1390,,,,
1978/07/25,1320,,,,
1978/07/26,1220,,,,
1978/07/27,1140,,,,
1978/07/28,1070,,,,
1978/07/29,1030,,,,
1978/07/30,1010,,,,
1978/07/31,1040,,,,
1978/08/01,1060,,,,
1978/08/02,1160,,,,
1978/08/03,1260,,,,
1978/08/04,1300,,,,
1978/08/05,1250,,,,
1978/08/06,1160,,,,
1978/08/07,1090,,,,
1978/08/08,1020,,,,
1978/08/09,985,,,,
1978/08/10,949,,,,
1978/08/11,906,,,,
1978/08/12,898,,,,
1978/08/13,917,,,,
1978/08/14,917,,,,
1978/08/15,909,,,,
1978/08/16,920,,,,
1978/08/17,949,,,,
1978/08/18,983,,,,
1978/08/19,977,,,,
1978/08/20,954,,,,
1978/08/21,937,,,,
1978/08/22,906,,,,
1978/08/23,889,,,,
1978/08/24,889,,,,
1978/08/25,906,,,,
1978/08/26,957,,,,
1978/08/27,1000,,,,
1978/08/28,1020,,,,
1978/08/29,988,,,,
1978/08/30,951,,,,
1978/08/31,920,,,,
1978/09/01,903,,,,
1978/09/02,892,,,,
1978/09/03,875,,,,
1978/09/04,867,,,,
1978/09/05,867,,,,
1978/09/06,867,,,,
1978/09/07,869,,,,
1978/09/08,881,,,,
1978/09/09,943,,,,
1978/09/10,1130,,,,
1978/09/11,1570,,,,
1978/09/12,2020,,,,
1978/09/13,2170,,,,
1978/09/14,2260,,,,
1978/09/15,2300,,,,
1978/09/16,2280,,,,
1978/09/17,2270,,,,
1978/09/18,2300,,,,
1978/09/19,2330,,,,
1978/09/20,2340,,,,
1978/09/21,2350,,,,
1978/09/22,2360,,,,
1978/09/23,2340,,,,
1978/09/24,2330,,,,
1978/09/25,2320,,,,
1978/09/26,2250,,,,
1978/09/27,2130,,,,
1978/09/28,2000,,,,
1978/09/29,1890,,,,
1978/09/30,1780,,,,
1978/10/01,1700,,,,
1978/10/02,1650,,,,
1978/10/03,1650,,,,
1978/10/04,1650,,,,
1978/10/05,1620,,,,
1978/10/06,1570,,,,
1978/10/07,1510,,,,
1978/10/08,1450,,,,
1978/10/09,1410,,,,
1978/10/10,1360,,,,
1978/10/11,1310,,,,
1978/10/12,1270,,,,
1978/10/13,1240,,,,
1978/10/14,1210,,,,
1978/10/15,1170,,,,
1978/10/16,1140,,,,
1978/10/17,1110,,,,
1978/10/18,1090,,,,
1978/10/19,1070,,,,
1978/10/20,1050,,,,
1978/10/21,1030,,,,
1978/10/22,1000,,,,
1978/10/23,968,,,,
1978/10/24,951,,,,
1978/10/25,937,,,,
1978/10/26,929,,,,
1978/10/27,912,,,,
1978/10/28,906,,,,
1978/10/29,906,,,,
1978/10/30,909,,,,
1978/10/31,895,,,,
1978/11/01,872,,,,
1978/11/02,867,,,,
1978/11/03,864,,,,
1978/11/04,850,,,,
1978/11/05,830,,,,
1978/11/06,804,,,,
1978/11/07,779,,,,
1978/11/08,776,,,,
1978/11/09,776,,,,
1978/11/10,750,,,,
1978/11/11,694,,,,
1978/11/12,665,,,,
1978/11/13,580,,,,
1978/11/14,578,,,,
1978/11/15,583,,,,
1978/11/16,569,,,,
1978/11/17,547,,,,
1978/11/18,532,,,,
1978/11/19,527,,,,
1978/11/20,501,,,,
1978/11/21,459,,,,
1978/11/22,405,,,,
1978/11/23,377,,,,
1978/11/24,385,,,,
1978/11/25,388,,,,
1978/11/26,379,,,,
1978/11/27,368,,,,
1978/11/28,354,,,,
1978/11/29,340,,,,
1978/11/30,311,,,,
1979/05/16,2070,,,,
1979/05/17,2160,,,,
1979/05/18,2190,,,,
1979/05/19,2180,,,,
1979/05/20,2150,,,,
1979/05/21,2170,,,,
1979/05/22,2370,,,,
1979/05/23,2440,,,,
1979/05/24,2300,,,,
1979/05/25,2160,,,,
1979/05/26,2040,,,,
1979/05/27,1930,,,,
1979/05/28,1820,,,,
1979/05/29,1720,,,,
1979/05/30,1660,,,,
1979/05/31,1650,,,,
1979/06/01,1660,,,,
1979/06/02,1730,,,,
1979/06/03,1820,,,,
1979/06/04,1730,,,,
1979/06/05,1580,,,,
1979/06/06,1450,,,,
1979/06/07,1380,,,,
1979/06/08,1370,,,,
1979/06/09,1430,,,,
1979/06/10,1660,,,,
1979/06/11,1860,,,,
1979/06/12,1910,,,,
1979/06/13,1830,,,,
1979/06/14,1690,,,,
1979/06/15,1590,,,,
1979/06/16,1520,,,,
1979/06/17,1520,,,,
1979/06/18,1750,,,,
1979/06/19,2430,,,,
1979/06/20,2520,,,,
1979/06/21,2350,,,,
1979/06/22,2140,,,,
1979/06/23,1980,,,,
1979/06/24,1890,,,,
1979/06/25,1860,,,,
1979/06/26,1840,,,,
1979/06/27,1820,,,,
1979/06/28,1790,,,,
1979/06/29,1740,,,,
1979/06/30,1670,,,,
1979/07/01,1600,,,,
1979/07/02,1510,,,,
1979/07/03,1440,,,,
1979/07/04,1410,,,,
1979/07/05,1480,,,,
1979/07/06,1730,,,,
1979/07/07,2070,,,,
1979/07/08,2140,,,,
1979/07/09,1930,,,,
1979/07/10,1740,,,,
1979/07/11,1600,,,,
1979/07/12,1570,,,,
1979/07/13,1640,,,,
1979/07/14,1750,,,,
1979/07/15,1840,,,,
1979/07/16,2160,,,,
1979/07/17,2610,,,,
1979/07/18,2570,,,,
1979/07/19,2460,,,,
1979/07/20,2350,,,,
1979/07/21,2110,,,,
1979/07/22,1930,,,,
1979/07/23,1780,,,,
1979/07/24,1690,,,,
1979/07/25,1630,,,,
1979/07/26,1610,,,,
1979/07/27,1600,,,,
1979/07/28,1600,,,,
1979/07/29,1550,,,,
1979/07/30,1470,,,,
1979/07/31,1370,,,,
1979/08/01,1290,,,,
1979/08/02,1230,,,,
1979/08/03,1210,,,,
1979/08/04,1230,,,,
1979/08/05,1260,,,,
1979/08/06,1260,,,,
1979/08/07,1240,,,,
1979/08/08,1220,,,,
1979/08/09,1210,,,,
1979/08/10,1230,,,,
1979/08/11,1250,,,,
1979/08/12,1270,,,,
1979/08/13,1260,,,,
1979/08/14,1210,,,,
1979/08/15,1160,,,,
1979/08/16,1110,,,,
1979/08/17,1070,,,,
1979/08/18,1030,,,,
1979/08/19,994,,,,
1979/08/20,971,,,,
1979/08/21,937,,,,
1979/08/22,909,,,,
1979/08/23,892,,,,
1979/08/24,886,,,,
1979/08/25,880,,,,
1979/08/26,867,,,,
1979/08/27,855,,,,
1979/08/28,836,,,,
1979/08/29,826,,,,
1979/08/30,832,,,,
1979/08/31,844,,,,
1979/09/01,850,,,,
1979/09/02,861,,,,
1979/09/03,873,,,,
1979/09/04,855,,,,
1979/09/05,828,,,,
1979/09/06,812,,,,
1979/09/07,805,,,,
1979/09/08,800,,,,
1979/09/09,798,,,,
1979/09/10,805,,,,
1979/09/11,833,,,,
1979/09/12,894,,,,
1979/09/13,971,,,,
1979/09/14,1010,,,,
1979/09/15,1030,,,,
1979/09/16,1030,,,,
1979/09/17,1020,,,,
1979/09/18,1020,,,,
1979/09/19,1000,,,,
1979/09/20,976,,,,
1979/09/21,942,,,,
1979/09/22,909,,,,
1979/09/23,883,,,,
1979/09/24,862,,,,
1979/09/25,849,,,,
1979/09/26,838,,,,
1979/09/27,813,,,,
1979/09/28,796,,,,
1979/09/29,790,,,,
1979/09/30,779,,,,
1979/10/01,776,,,,
1979/10/02,766,,,,
1979/10/03,748,,,,
1979/10/04,734,,,,
1979/10/05,720,,,,
1979/10/06,714,,,,
1979/10/07,706,,,,
1979/10/08,705,,,,
1979/10/09,688,,,,
1979/10/10,663,,,,
1979/10/11,648,,,,
1979/10/12,641,,,,
1979/10/13,628,,,,
1979/10/14,615,,,,
1979/10/15,611,,,,
1979/10/16,610,,,,
1979/10/17,615,,,,
1979/10/18,623,,,,
1979/10/19,633,,,,
1979/10/20,633,,,,
1979/10/21,641,,,,
1979/10/22,652,,,,
1979/10/23,651,,,,
1979/10/24,651,,,,
1979/10/25,648,,,,
1979/10/26,648,,,,
1979/10/27,644,,,,
1979/10/28,638,,,,
1979/10/29,634,,,,
1979/10/30,632,,,,
1979/10/31,627,,,,
1979/11/01,615,,,,
1979/11/02,601,,,,
1979/11/03,596,,,,
1980/04/24,1210,,,,
1980/04/25,1130,,,,
1980/04/26,1080,,,,
1980/04/27,1040,,,,
1980/04/28,995,,,,
1980/04/29,945,,,,
1980/04/30,903,,,,
1980/05/01,878,,,,
1980/05/02,864,,,,
1980/05/03,848,,,,
1980/05/04,814,,,,
1980/05/05,782,,,,
1980/05/06,779,,,,
1980/05/07,800,,,,
1980/05/08,799,,,,
1980/05/09,766,,,,
1980/05/10,744,,,,
1980/05/11,743,,,,
1980/05/12,745,,,,
1980/05/13,720,,,,
1980/05/14,700,,,,
1980/05/15,680,,,,
1980/05/16,660,,,,
1980/05/17,640,,,,
1980/05/18,625,,,,
1980/05/19,610,,,,
1980/05/20,605,,,,
1980/05/21,605,,,,
1980/05/22,610,,,,
1980/05/23,624,,,,
1980/05/24,635,,,,
1980/05/25,663,,,,
1980/05/26,696,,,,
1980/05/27,716,,,,
1980/05/28,699,,,,
1980/05/29,666,,,,
1980/05/30,650,,,,
1980/05/31,666,,,,
1980/06/01,726,,,,
1980/06/02,836,,,,
1980/06/03,1120,,,,
1980/06/04,1290,,,,
1980/06/05,1270,,,,
1980/06/06,1190,,,,
1980/06/07,1130,,,,
1980/06/08,1120,,,,
1980/06/09,2060,,,,
1980/06/10,3800,,,,
1980/06/11,3900,,,,
1980/06/12,3500,,,,
1980/06/13,2600,,,,
1980/06/14,2250,,,,
1980/06/15,2050,,,,
1980/06/16,1880,,,,
1980/06/17,1750,,,,
1980/06/18,1620,,,,
1980/06/19,1500,,,,
1980/06/20,1450,,,,
1980/06/21,1480,,,,
1980/06/22,1550,,,,
1980/06/23,1750,,,,
1980/06/24,1750,,,,
1980/06/25,1690,,,,
1980/06/26,1570,,,,
1980/06/27,1490,,,,
1980/06/28,1430,,,,
1980/06/29,1450,,,,
1980/06/30,1840,,,,
1980/07/01,2080,,,,
1980/07/02,2160,,,,
1980/07/03,2170,,,,
1980/07/04,2010,,,,
1980/07/05,1900,,,,
1980/07/06,1910,,,,
1980/07/07,1780,,,,
1980/07/08,1640,,,,
1980/07/09,1510,,,,
1980/07/10,1430,,,,
1980/07/11,1400,,,,
1980/07/12,1380,,,,
1980/07/13,1290,,,,
1980/07/14,1200,,,,
1980/07/15,1130,,,,
1980/07/16,1100,,,,
1980/07/17,1080,,,,
1980/07/18,1070,,,,
1980/07/19,1040,,,,
1980/07/20,1020,,,,
1980/07/21,998,,,,
1980/07/22,990,,,,
1980/07/23,998,,,,
1980/07/24,1010,,,,
1980/07/25,1000,,,,
1980/07/26,1020,,,,
1980/07/27,1050,,,,
1980/07/28,1020,,,,
1980/07/29,999,,,,
1980/07/30,1010,,,,
1980/07/31,1030,,,,
1980/08/01,1000,,,,
1980/08/02,943,,,,
1980/08/03,899,,,,
1980/08/04,893,,,,
1980/08/05,947,,,,
1980/08/06,1070,,,,
1980/08/07,1230,,,,
1980/08/08,1360,,,,
1980/08/09,1450,,,,
1980/08/10,1520,,,,
1980/08/11,1580,,,,
1980/08/12,1590,,,,
1980/08/13,1640,,,,
1980/08/14,1660,,,,
1980/08/15,1650,,,,
1980/08/16,1600,,,,
1980/08/17,1570,,,,
1980/08/18,1520,,,,
1980/08/19,1480,,,,
1980/08/20,1440,,,,
1980/08/21,1380,,,,
1980/08/22,1320,,,,
1980/08/23,1280,,,,
1980/08/24,1230,,,,
1980/08/25,1190,,,,
1980/08/26,1190,,,,
1980/08/27,1160,,,,
1980/08/28,1120,,,,
1980/08/29,1080,,,,
1980/08/30,1060,,,,
1980/08/31,1070,,,,
1980/09/01,1100,,,,
1980/09/02,1110,,,,
1980/09/03,1090,,,,
1980/09/04,1070,,,,
1980/09/05,1080,,,,
1980/09/06,1090,,,,
1980/09/07,1080,,,,
1980/09/08,1060,,,,
1980/09/09,1050,,,,
1980/09/10,1020,,,,
1980/09/11,985,,,,
1980/09/12,955,,,,
1980/09/13,942,,,,
1980/09/14,920,,,,
1980/09/15,912,,,,
1980/09/16,936,,,,
1980/09/17,968,,,,
1980/09/18,966,,,,
1980/09/19,959,,,,
1980/09/20,963,,,,
1980/09/21,1000,,,,
1980/09/22,1090,,,,
1980/09/23,1190,,,,
1980/09/24,1290,,,,
1980/09/25,1390,,,,
1980/09/26,1410,,,,
1980/09/27,1390,,,,
1980/09/28,1380,,,,
1980/09/29,1350,,,,
1980/09/30,1300,,,,
1980/10/01,1250,,,,
1980/10/02,1200,,,,
1980/10/03,1150,,,,
1980/10/04,1100,,,,
1980/10/05,1050,,,,
1980/10/06,1020,,,,
1980/10/07,983,,,,
1980/10/08,983,,,,
1980/10/09,995,,,,
1980/10/10,959,,,,
1980/10/11,911,,,,
1980/10/12,877,,,,
1980/10/13,855,,,,
1980/10/14,836,,,,
1980/10/15,820,,,,
1980/10/16,814,,,,
1980/10/17,807,,,,
1980/10/18,802,,,,
1980/10/19,786,,,,
1980/10/20,766,,,,
1980/10/21,752,,,,
1980/10/22,743,,,,
1980/10/23,731,,,,
1980/10/24,721,,,,
1980/10/25,711,,,,
1980/10/26,699,,,,
1980/10/27,687,,,,
1980/10/28,671,,,,
1980/10/29,656,,,,
1980/10/30,649,,,,
1980/10/31,644,,,,
1980/11/01,630,,,,
1980/11/02,617,,,,
1980/11/03,611,,,,
1980/11/04,606,,,,
1980/11/05,607,,,,
1980/11/06,601,,,,
1980/11/07,595,,,,
1980/11/08,596,,,,
1981/05/01,455,,,,
1981/05/02,460,,,,
1981/05/03,448,,,,
1981/05/04,438,,,,
1981/05/05,430,,,,
1981/05/06,420,,,,
1981/05/07,408,,,,
1981/05/08,420,,,,
1981/05/09,415,,,,
1981/05/10,415,,,,
1981/05/11,440,,,,
1981/05/12,490,,,,
1981/05/13,530,,,,
1981/05/14,580,,,,
1981/05/15,650,,,,
1981/05/16,680,,,,
1981/05/17,695,,,,
1981/05/18,680,,,,
1981/05/19,630,,,,
1981/05/20,610,,,,
1981/05/21,604,,,,
1981/05/22,608,,,,
1981/05/23,615,,,,
1981/05/24,628,,,,
1981/05/25,655,,,,
1981/05/26,710,,,,
1981/05/27,820,,,,
1981/05/28,914,,,,
1981/05/29,1080,,,,
1981/05/30,1230,,,,
1981/05/31,1260,,,,
1981/06/01,1270,,,,
1981/06/02,1270,,,,
1981/06/03,1250,,,,
1981/06/04,1180,,,,
1981/06/05,1180,,,,
1981/06/06,1240,,,,
1981/06/07,1380,,,,
1981/06/08,1480,,,,
1981/06/09,1500,,,,
1981/06/10,1480,,,,
1981/06/11,1430,,,,
1981/06/12,1350,,,,
1981/06/13,1270,,,,
1981/06/14,1200,,,,
1981/06/15,1140,,,,
1981/06/16,1080,,,,
1981/06/17,1020,,,,
1981/06/18,996,,,,
1981/06/19,997,,,,
1981/06/20,1010,,,,
1981/06/21,1010,,,,
1981/06/22,1020,,,,
1981/06/23,1050,,,,
1981/06/24,1070,,,,
1981/06/25,1080,,,,
1981/06/26,1060,,,,
1981/06/27,1030,,,,
1981/06/28,1010,,,,
1981/06/29,997,,,,
1981/06/30,971,,,,
1981/07/01,931,,,,
1981/07/02,893,,,,
1981/07/03,866,,,,
1981/07/04,850,,,,
1981/07/05,854,,,,
1981/07/06,875,,,,
1981/07/07,860,,,,
1981/07/08,845,,,,
1981/07/09,860,,,,
1981/07/10,870,,,,
1981/07/11,900,,,,
1981/07/12,960,,,,
1981/07/13,1010,,,,
1981/07/14,1040,,,,
1981/07/15,1030,,,,
1981/07/16,960,,,,
1981/07/17,780,,,,
1981/07/18,755,,,,
1981/07/19,765,,,,
1981/07/20,824,,,,
1981/07/21,826,,,,
1981/07/22,858,,,,
1981/07/23,940,,,,
1981/07/24,994,,,,
1981/07/25,978,,,,
1981/07/26,971,,,,
1981/07/27,1040,,,,
1981/07/28,1180,,,,
1981/07/29,1280,,,,
1981/07/30,1300,,,,
1981/07/31,1280,,,,
1981/08/01,1250,,,,
1981/08/02,1190,,,,
1981/08/03,1130,,,,
1981/08/04,1150,,,,
1981/08/05,1220,,,,
1981/08/06,1280,,,,
1981/08/07,1270,,,,
1981/08/08,1210,,,,
1981/08/09,1140,,,,
1981/08/10,1070,,,,
1981/08/11,1000,,,,
1981/08/12,943,,,,
1981/08/13,892,,,,
1981/08/14,851,,,,
1981/08/15,821,,,,
1981/08/16,807,,,,
1981/08/17,792,,,,
1981/08/18,776,,,,
1981/08/19,761,,,,
1981/08/20,759,,,,
1981/08/21,762,,,,
1981/08/22,757,,,,
1981/08/23,740,,,,
1981/08/24,722,,,,
1981/08/25,715,,,,
1981/08/26,700,,,,
1981/08/27,684,,,,
1981/08/28,676,,,,
1981/08/29,671,,,,
1981/08/30,656,,,,
1981/08/31,630,,,,
1981/09/01,607,,,,
1981/09/02,606,,,,
1981/09/03,619,,,,
1981/09/04,633,,,,
1981/09/05,635,,,,
1981/09/06,618,,,,
1981/09/07,602,,,,
1981/09/08,598,,,,
1981/09/09,577,,,,
1981/09/10,560,,,,
1981/09/11,557,,,,
1981/09/12,549,,,,
1981/09/13,534,,,,
1981/09/14,530,,,,
1981/09/15,523,,,,
1981/09/16,507,,,,
1981/09/17,498,,,,
1981/09/18,503,,,,
1981/09/19,515,,,,
1981/09/20,503,,,,
1981/09/21,484,,,,
1981/09/22,468,,,,
1981/09/23,456,,,,
1981/09/24,440,,,,
1981/09/25,425,,,,
1981/09/26,438,,,,
1981/09/27,460,,,,
1981/09/28,477,,,,
1981/09/29,496,,,,
1981/09/30,479,,,,
1981/10/01,452,,,,
1981/10/02,433,,,,
1981/10/03,419,,,,
1981/10/04,410,,,,
1981/10/05,400,,,,
1981/10/06,395,,,,
1981/10/07,388,,,,
1981/10/08,381,,,,
1981/10/09,385,,,,
1981/10/10,390,,,,
1981/10/11,397,,,,
1981/10/12,400,,,,
1981/10/13,393,,,,
1981/10/14,388,,,,
1981/10/15,385,,,,
1981/10/16,380,,,,
1981/10/17,375,,,,
1981/10/18,373,,,,
1981/10/19,371,,,,
1981/10/20,369,,,,
1981/10/21,365,,,,
1981/10/22,360,,,,
1981/10/23,355,,,,
1981/10/24,350,,,,
1981/10/25,347,,,,
1981/10/26,344,,,,
1981/10/27,340,,,,
1981/10/28,336,,,,
1981/10/29,332,,,,
1981/10/30,328,,,,
1981/10/31,325,,,,
1982/05/01,1300,,,,
1982/05/02,1290,,,,
1982/05/03,1280,,,,
1982/05/04,1250,,,,
1982/05/05,1300,,,,
1982/05/06,1340,,,,
1982/05/07,1370,,,,
1982/05/08,1370,,,,
1982/05/09,1360,,,,
1982/05/10,1350,,,,
1982/05/11,1340,,,,
1982/05/12,1310,,,,
1982/05/13,1240,,,,
1982/05/14,1200,,,,
1982/05/15,1150,,,,
1982/05/16,1120,,,,
1982/05/17,1130,,,,
1982/05/18,1150,,,,
1982/05/19,1160,,,,
1982/05/20,1190,,,,
1982/05/21,1270,,,,
1982/05/22,1290,,,,
1982/05/23,1320,,,,
1982/05/24,1350,,,,
1982/05/25,1410,,,,
1982/05/26,1380,,,,
1982/05/27,1300,,,,
1982/05/28,1230,,,,
1982/05/29,1190,,,,
1982/05/30,1180,,,,
1982/05/31,1140,,,,
1982/06/01,1120,,,,
1982/06/02,1150,,,,
1982/06/03,1150,,,,
1982/06/04,1090,,,,
1982/06/05,1050,,,,
1982/06/06,1000,,,,
1982/06/07,963,,,,
1982/06/08,956,,,,
1982/06/09,1010,,,,
1982/06/10,1070,,,,
1982/06/11,1110,,,,
1982/06/12,1150,,,,
1982/06/13,1160,,,,
1982/06/14,1100,,,,
1982/06/15,1010,,,,
1982/06/16,952,,,,
1982/06/17,939,,,,
1982/06/18,993,,,,
1982/06/19,1070,,,,
1982/06/20,1160,,,,
1982/06/21,1240,,,,
1982/06/22,1300,,,,
1982/06/23,1280,,,,
1982/06/24,1210,,,,
1982/06/25,1150,,,,
1982/06/26,1120,,,,
1982/06/27,1130,,,,
1982/06/28,1150,,,,
1982/06/29,1180,,,,
1982/06/30,1170,,,,
1982/07/01,1090,,,,
1982/07/02,1020,,,,
1982/07/03,962,,,,
1982/07/04,982,,,,
1982/07/05,1130,,,,
1982/07/06,1150,,,,
1982/07/07,1110,,,,
1982/07/08,1180,,,,
1982/07/09,2020,,,,
1982/07/10,2780,,,,
1982/07/11,3210,,,,
1982/07/12,3080,,,,
1982/07/13,2770,,,,
1982/07/14,2520,,,,
1982/07/15,2400,,,,
1982/07/16,2200,,,,
1982/07/17,1970,,,,
1982/07/18,1790,,,,
1982/07/19,1780,,,,
1982/07/20,2430,,,,
1982/07/21,2700,,,,
1982/07/22,2590,,,,
1982/07/23,2380,,,,
1982/07/24,2200,,,,
1982/07/25,2100,,,,
1982/07/26,2100,,,,
1982/07/27,2090,,,,
1982/07/28,2000,,,,
1982/07/29,1840,,,,
1982/07/30,1690,,,,
1982/07/31,1560,,,,
1982/08/01,1470,,,,
1982/08/02,1360,,,,
1982/08/03,1290,,,,
1982/08/04,1250,,,,
1982/08/05,1200,,,,
1982/08/06,1210,,,,
1982/08/07,1400,,,,
1982/08/08,1800,,,,
1982/08/09,1880,,,,
1982/08/10,1770,,,,
1982/08/11,1580,,,,
1982/08/12,1410,,,,
1982/08/13,1280,,,,
1982/08/14,1180,,,,
1982/08/15,1130,,,,
1982/08/16,1090,,,,
1982/08/17,1080,,,,
1982/08/18,1080,,,,
1982/08/19,1060,,,,
1982/08/20,1000,,,,
1982/08/21,963,,,,
1982/08/22,958,,,,
1982/08/23,965,,,,
1982/08/24,965,,,,
1982/08/25,932,,,,
1982/08/26,909,,,,
1982/08/27,884,,,,
1982/08/28,870,,,,
1982/08/29,867,,,,
1982/08/30,871,,,,
1982/08/31,870,,,,
1982/09/01,871,,,,
1982/09/02,877,,,,
1982/09/03,900,,,,
1982/09/04,919,,,,
1982/09/05,936,,,,
1982/09/06,938,,,,
1982/09/07,911,,,,
1982/09/08,881,,,,
1982/09/09,851,,,,
